,id,timestamp,hour,day,month,datetime,timezone,source,destination,cab_type,product_id,name,price,distance,surge_multiplier,latitude,longitude,temperature,apparentTemperature,short_summary,long_summary,precipIntensity,precipProbability,humidity,windSpeed,windGust,windGustTime,visibility,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,icon,dewPoint,pressure,windBearing,cloudCover,uvIndex,visibility.1,ozone,sunriseTime,sunsetTime,moonPhase,precipIntensityMax,uvIndexTime,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
1078,a9d9225f-d9b5-4eff-8bff-e24a9eac8a24,1543459160.0,2.0,29.0,11.0,11/29/18 02:39,America/New_York,North End,Financial District,Lyft,lyft_luxsuv,Lux Black XL,27.5,1.13,1.0,42.3429,-71.1003,37.92,31.91, Mostly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.71,8.28,12.43,1543431600.0,9.981,42.7,1543438800.0,37.17,1543464000.0,36.77,1543438800.0,31.87,1543460400.0, partly-cloudy-night ,29.42,997.37,305.0,0.75,0.0,9.981,348.9,1543405943.0,1543439731.0,0.72,0.0,1543420800.0,33.6,1543399200.0,42.7,1543438800.0,30.08,1543399200.0,36.77,1543438800.0
1079,cde4a67a-9bde-46c0-b373-4afce9939c13,1543487883.0,10.0,29.0,11.0,11/29/18 10:38,America/New_York,Haymarket Square,Theatre District,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,8.5,2.01,1.0,42.3519,-71.0643,37.92,32.0, Partly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.67,8.11,12.38,1543514400.0,9.995,44.8,1543510800.0,28.7,1543579200.0,38.51,1543510800.0,26.3,1543575600.0, partly-cloudy-night ,27.86,1003.62,306.0,0.22,0.0,9.995,341.1,1543492402.0,1543526097.0,0.75,0.0,1543510800.0,35.02,1543550400.0,44.8,1543510800.0,30.81,1543550400.0,38.51,1543510800.0
1080,b00acf73-3516-47c1-84fe-62d2bfbabebb,1544685905.0,7.0,13.0,12.0,12/13/18 07:25,America/New_York,South Station,West End,Lyft,lyft_lux,Lux Black,22.5,1.64,1.0,42.3505,-71.1054,18.91,14.24, Clear , Partly cloudy throughout the day. ,0.0,0.0,0.59,3.16,3.16,1544738400.0,10.0,33.51,1544731200.0,26.51,1544788800.0,32.84,1544731200.0,27.16,1544788800.0, clear-night ,7.06,1029.29,353.0,0.08,0.0,10.0,326.1,1544702801.0,1544735614.0,0.21,0.0001,1544720400.0,18.11,1544688000.0,33.51,1544731200.0,14.08,1544688000.0,32.84,1544731200.0
1081,a1ab362d-e1ae-4590-8a9f-8d78bd783294,1544710509.0,14.0,13.0,12.0,12/13/18 14:15,America/New_York,Beacon Hill,Haymarket Square,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,13.0,1.23,1.0,42.3519,-71.0643,25.55,21.85, Partly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.59,3.11,4.22,1544738400.0,9.568,33.92,1544731200.0,27.05,1544781600.0,32.95,1544734800.0,24.47,1544785200.0, partly-cloudy-day ,13.07,1033.93,344.0,0.24,1.0,9.568,327.5,1544702792.0,1544735604.0,0.21,0.0001,1544716800.0,18.05,1544688000.0,33.92,1544731200.0,13.6,1544688000.0,32.95,1544734800.0
1082,8155f441-e26f-40f3-9c10-7beb8c5dce23,1543456388.0,1.0,29.0,11.0,11/29/18 01:53,America/New_York,North End,Back Bay,Lyft,lyft_luxsuv,Lux Black XL,32.5,2.88,1.0,42.3647,-71.0542,38.42,32.45, Mostly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.72,8.41,11.54,1543431600.0,9.915,42.61,1543438800.0,37.6,1543489200.0,36.57,1543438800.0,32.12,1543478400.0, partly-cloudy-night ,30.3,996.92,297.0,0.77,0.0,9.915,349.9,1543405936.0,1543439716.0,0.72,0.0,1543420800.0,33.85,1543399200.0,42.61,1543438800.0,30.03,1543399200.0,36.57,1543438800.0
1083,3f0ab5c2-a823-4183-87a1-c2322a390f9c,1544970904.0,14.0,16.0,12.0,12/16/18 14:35,America/New_York,West End,Fenway,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,22.5,2.84,1.0,42.3661,-71.0631,42.21,37.73, Overcast , Rain throughout the day. ,0.0,0.0,0.71,7.12,9.48,1545015600.0,9.81,43.78,1544990400.0,34.12,1545044400.0,38.39,1544986800.0,28.21,1545044400.0, cloudy ,33.41,1021.86,86.0,1.0,1.0,9.81,322.0,1544962122.0,1544994841.0,0.3,0.1246,1544979600.0,38.94,1544954400.0,43.78,1544990400.0,33.76,1545019200.0,38.39,1544986800.0
1085,75bd8f08-2c03-4401-bc94-94221f01d714,1543571279.0,9.0,30.0,11.0,11/30/18 09:47,America/New_York,North End,Financial District,Lyft,lyft_premier,Lux,13.5,1.12,1.0,42.3661,-71.0631,30.04,27.07, Clear , Mostly cloudy throughout the day. ,0.0,0.0,0.85,3.02,3.02,1543554000.0,9.888,42.58,1543600800.0,31.55,1543658400.0,40.53,1543611600.0,27.95,1543658400.0, clear-night ,26.11,1015.25,311.0,0.0,0.0,9.888,282.9,1543578869.0,1543612472.0,0.79,0.0003,1543593600.0,28.68,1543575600.0,42.58,1543600800.0,27.26,1543568400.0,40.53,1543611600.0
1086,07f71bc7-6a79-42dc-b165-d5e3a51dad0f,1543848784.0,14.0,3.0,12.0,12/3/18 14:53,America/New_York,Theatre District,Boston University,Lyft,lyft,Lyft,11.0,3.2,1.0,42.3519,-71.0551,52.45,52.45, Mostly Cloudy , Foggy in the morning. ,0.0,0.0,0.87,4.95,4.95,1543856400.0,10.0,57.27,1543852800.0,33.67,1543921200.0,56.6,1543852800.0,28.0,1543914000.0, partly-cloudy-day ,48.63,999.97,236.0,0.81,1.0,10.0,301.0,1543838253.0,1543871621.0,0.89,0.0005,1543852800.0,42.89,1543896000.0,57.27,1543852800.0,39.54,1543896000.0,56.6,1543852800.0
1087,6faa2701-bb2d-4ddd-b20e-c3e3fdcbe4e7,1545026110.0,5.0,17.0,12.0,12/17/18 05:55,America/New_York,Boston University,North Station,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,38.5,3.39,1.0,42.3519,-71.0643,39.27,33.06, Drizzle , Light rain in the morning. ,0.0121,0.74,0.9,9.27,12.36,1545022800.0,3.847,41.42,1545076800.0,23.89,1545138000.0,35.95,1545076800.0,11.83,1545134400.0, rain ,36.71,1006.44,39.0,1.0,0.0,3.847,329.1,1545048558.0,1545081262.0,0.33,0.0178,1545066000.0,34.07,1545044400.0,41.42,1545076800.0,28.11,1545044400.0,35.95,1545076800.0
1088,05a48ddf-152b-438d-be5b-ecc8117e58fd,1543463408.0,3.0,29.0,11.0,11/29/18 03:50,America/New_York,Beacon Hill,Boston University,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,29.5,2.27,1.0,42.2148,-71.033,37.44,30.88, Partly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.7,9.14,9.14,1543446000.0,10.0,42.18,1543420800.0,36.71,1543478400.0,35.75,1543420800.0,30.29,1543460400.0, partly-cloudy-night ,28.61,998.36,303.0,0.44,0.0,10.0,347.7,1543405904.0,1543439738.0,0.72,0.0001,1543420800.0,33.1,1543402800.0,42.18,1543420800.0,29.11,1543392000.0,35.75,1543420800.0
1089,123d8eb1-557c-4e00-bfb2-e6a8cf1fdf70,1543340004.0,17.0,27.0,11.0,11/27/18 17:33,America/New_York,South Station,Financial District,Lyft,lyft_premier,Lux,10.5,0.62,1.0,42.2148,-71.033,41.34,34.55, Overcast , Light rain in the morning. ,0.0,0.0,0.78,11.92,15.18,1543334400.0,9.83,47.55,1543320000.0,33.1,1543402800.0,44.12,1543320000.0,29.11,1543392000.0, cloudy ,34.98,990.16,249.0,0.99,1.0,9.83,323.9,1543319437.0,1543353364.0,0.68,0.1064,1543338000.0,35.36,1543377600.0,47.55,1543320000.0,31.04,1543377600.0,44.12,1543320000.0
1090,a9fc23d0-df48-4611-a3bb-42ff2204fb2c,1544773210.0,7.0,14.0,12.0,12/14/18 07:40,America/New_York,North End,Theatre District,Lyft,lyft,Lyft,9.0,1.5,1.0,42.3519,-71.0551,29.22,29.22, Overcast , Partly cloudy throughout the day. ,0.0,0.0,0.74,1.03,2.33,1544846400.0,9.706,46.65,1544814000.0,40.76,1544835600.0,43.86,1544817600.0,38.56,1544835600.0, cloudy ,22.12,1035.42,206.0,1.0,0.0,9.706,298.1,1544789234.0,1544822013.0,0.24,0.0,1544806800.0,27.18,1544781600.0,46.65,1544814000.0,24.51,1544785200.0,43.86,1544817600.0
1091,65d42247-2e71-4503-aec5-d71f952218ba,1543788183.0,22.0,2.0,12.0,12/2/18 22:03,America/New_York,Haymarket Square,North Station,Lyft,lyft_line,Shared,5.0,0.43,1.0,42.3429,-71.1003,49.5,49.5, Overcast , Light rain until evening. ,0.0002,0.03,0.92,2.85,4.37,1543755600.0,6.105,50.78,1543788000.0,44.71,1543816800.0,50.11,1543788000.0,45.36,1543816800.0, cloudy ,47.28,1002.91,271.0,1.0,0.0,6.105,284.9,1543751801.0,1543785248.0,0.86,0.0954,1543770000.0,35.89,1543726800.0,50.78,1543788000.0,35.73,1543748400.0,50.11,1543788000.0
1092,ae7c3621-ca07-4509-9491-bf39c243f1b4,1544981409.0,17.0,16.0,12.0,12/16/18 17:30,America/New_York,Financial District,Haymarket Square,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,7.0,1.25,1.0,42.3429,-71.1003,42.81,38.23, Overcast , Rain throughout the day. ,0.002,0.29,0.75,7.54,8.94,1545015600.0,9.956,43.63,1544990400.0,34.0,1545044400.0,38.4,1544986800.0,28.27,1545044400.0, cloudy ,35.26,1016.68,72.0,1.0,1.0,9.956,323.7,1544962126.0,1544994855.0,0.3,0.1267,1544979600.0,38.49,1544954400.0,43.63,1544990400.0,33.55,1545019200.0,38.4,1544986800.0
1093,ba4895a0-d383-4c4d-b71b-de260b11b32f,1544885410.0,14.0,15.0,12.0,12/15/18 14:50,America/New_York,North Station,Boston University,Lyft,lyft,Lyft,11.0,3.19,1.0,42.3661,-71.0631,47.95,46.74, Overcast , Mostly cloudy throughout the day. ,0.0013,0.02,0.88,3.7,5.1,1544918400.0,9.707,54.47,1544896800.0,38.94,1544954400.0,53.8,1544896800.0,35.08,1544950800.0, cloudy ,44.71,1022.57,215.0,0.99,1.0,9.707,298.6,1544875681.0,1544908425.0,0.27,0.0074,1544893200.0,39.54,1544929200.0,54.47,1544896800.0,36.46,1544929200.0,53.8,1544896800.0
1094,29bfa9f1-bf21-4a42-b975-0c1eaa73652c,1543864683.0,19.0,3.0,12.0,12/3/18 19:18,America/New_York,North End,North Station,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,7.5,0.92,1.0,42.3398,-71.0892,53.34,53.34, Overcast , Foggy in the morning. ,0.0,0.0,0.5,7.32,8.99,1543856400.0,10.0,57.52,1543852800.0,33.58,1543921200.0,56.85,1543852800.0,28.06,1543914000.0, cloudy ,35.04,999.71,289.0,0.89,0.0,10.0,313.1,1543838259.0,1543871631.0,0.89,0.0004,1543852800.0,42.83,1543896000.0,57.52,1543852800.0,39.65,1543896000.0,56.85,1543852800.0
1095,fc1f0fcc-dfc4-427e-9555-451532a28531,1543313002.0,10.0,27.0,11.0,11/27/18 10:03,America/New_York,Northeastern University,Back Bay,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,17.5,1.49,1.0,42.3503,-71.081,45.45,41.77, Light Rain , Light rain in the morning. ,0.0624,1.0,0.93,6.87,7.42,1543338000.0,2.686,46.91,1543320000.0,33.82,1543399200.0,44.01,1543320000.0,30.19,1543399200.0, rain ,43.52,989.98,79.0,1.0,0.0,2.686,296.2,1543319472.0,1543353352.0,0.68,0.1425,1543338000.0,36.34,1543377600.0,46.91,1543320000.0,32.43,1543377600.0,44.01,1543320000.0
1096,ce47855e-3953-449b-b558-cac9cc7cd03b,1543793881.0,23.0,2.0,12.0,12/2/18 23:38,America/New_York,Haymarket Square,Theatre District,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,27.5,1.18,1.0,42.3588,-71.0707,48.83,48.83, Overcast , Light rain until evening. ,0.0,0.0,0.96,2.83,2.98,1543755600.0,7.79,50.73,1543788000.0,44.99,1543816800.0,50.06,1543788000.0,45.64,1543816800.0, cloudy ,47.81,1002.81,275.0,1.0,0.0,7.79,287.3,1543751797.0,1543785238.0,0.86,0.0904,1543770000.0,36.45,1543726800.0,50.73,1543788000.0,35.85,1543748400.0,50.06,1543788000.0
1098,2535ed5d-06c4-48ba-b162-8fa7dcfc160d,1545112210.0,5.0,18.0,12.0,12/18/18 05:50,America/New_York,Back Bay,Haymarket Square,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,30.5,2.32,1.0,42.3519,-71.0643,36.27,29.5, Overcast , Mostly cloudy throughout the day. ,0.0,0.0,0.66,9.02,15.15,1545127200.0,7.357,32.91,1545159600.0,20.9,1545220800.0,22.87,1545159600.0,14.27,1545195600.0, cloudy ,26.11,1000.4,300.0,1.0,0.0,7.357,364.1,1545134994.0,1545167683.0,0.37,0.0029,1545152400.0,23.05,1545192000.0,37.96,1545109200.0,11.83,1545134400.0,31.85,1545109200.0
1099,02e2652e-0af2-46ce-9566-0eb45c4bafdf,1544880609.0,13.0,15.0,12.0,12/15/18 13:30,America/New_York,Fenway,Back Bay,Lyft,lyft_lux,Lux Black,16.5,1.43,1.0,42.3505,-71.1054,47.56,46.32, Overcast , Mostly cloudy throughout the day. ,0.008,0.32,0.9,3.66,5.3,1544918400.0,8.904,54.29,1544896800.0,38.48,1544954400.0,53.62,1544896800.0,34.85,1544954400.0, cloudy ,44.89,1022.68,240.0,1.0,0.0,8.904,297.5,1544875688.0,1544908439.0,0.27,0.0082,1544893200.0,39.74,1544929200.0,54.29,1544896800.0,37.04,1544929200.0,53.62,1544896800.0
1100,a4367b5e-30c1-46d3-a562-14c8c847d694,1543486376.0,10.0,29.0,11.0,11/29/18 10:12,America/New_York,Financial District,Haymarket Square,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,7.0,1.25,1.0,42.3519,-71.0643,37.92,32.0, Partly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.67,8.11,12.38,1543514400.0,9.995,44.8,1543510800.0,28.7,1543579200.0,38.51,1543510800.0,26.3,1543575600.0, partly-cloudy-night ,27.86,1003.62,306.0,0.22,0.0,9.995,341.1,1543492402.0,1543526097.0,0.75,0.0,1543510800.0,35.02,1543550400.0,44.8,1543510800.0,30.81,1543550400.0,38.51,1543510800.0
1101,5306142f-ed52-44da-a318-284718fcd423,1544808612.0,17.0,14.0,12.0,12/14/18 17:30,America/New_York,Northeastern University,Financial District,Lyft,lyft_premier,Lux,27.5,4.02,1.0,42.3503,-71.081,44.89,43.2, Partly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.54,3.73,3.73,1544846400.0,9.962,46.68,1544814000.0,40.9,1544832000.0,43.98,1544817600.0,38.85,1544835600.0, partly-cloudy-day ,29.03,1030.83,167.0,0.16,1.0,9.962,289.1,1544789240.0,1544822019.0,0.24,0.0,1544806800.0,26.93,1544788800.0,46.68,1544814000.0,27.58,1544788800.0,43.98,1544817600.0
1102,9195a3bb-6948-49e5-b6bb-2bed057cd3f6,1545152409.0,17.0,18.0,12.0,12/18/18 17:00,America/New_York,Financial District,Boston University,Lyft,lyft_line,Shared,7.0,4.57,1.0,42.3429,-71.1003,30.78,20.93, Clear , Mostly cloudy throughout the day. ,0.0,0.0,0.4,12.73,22.33,1545127200.0,10.0,32.84,1545159600.0,20.72,1545220800.0,22.96,1545159600.0,14.48,1545195600.0, clear-day ,9.15,1010.6,322.0,0.0,1.0,10.0,377.1,1545135001.0,1545167693.0,0.37,0.0056,1545152400.0,22.98,1545192000.0,37.95,1545109200.0,12.13,1545134400.0,32.03,1545109200.0
1104,86d2969b-b498-4427-a1dd-a61922c156d8,1544699712.0,11.0,13.0,12.0,12/13/18 11:15,America/New_York,Haymarket Square,West End,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,26.5,0.61,1.0,42.3559,-71.055,20.42,15.44, Partly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.64,3.48,3.48,1544738400.0,9.917,33.96,1544731200.0,27.21,1544781600.0,32.95,1544734800.0,24.55,1544785200.0, partly-cloudy-night ,10.29,1032.12,349.0,0.37,0.0,9.917,328.9,1544702790.0,1544735601.0,0.21,0.0001,1544716800.0,18.24,1544688000.0,33.96,1544731200.0,13.72,1544688000.0,32.95,1544734800.0
1105,d51f13d5-cc1c-4aec-a1ed-7375877722f5,1544944215.0,7.0,16.0,12.0,12/16/18 07:10,America/New_York,Boston University,West End,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,9.5,3.04,1.0,42.3519,-71.0643,40.19,35.1, Partly Cloudy , Rain throughout the day. ,0.0,0.0,0.69,7.48,9.7,1545015600.0,10.0,43.7,1544990400.0,34.07,1545044400.0,38.29,1544986800.0,28.11,1545044400.0, partly-cloudy-night ,30.69,1023.03,54.0,0.2,0.0,10.0,299.3,1544962119.0,1544994844.0,0.3,0.1261,1544979600.0,39.07,1544954400.0,43.7,1544990400.0,33.64,1545019200.0,38.29,1544986800.0
1107,63a06c7b-6935-4196-a1af-6f8793b24d21,1543811583.0,4.0,3.0,12.0,12/3/18 04:33,America/New_York,Financial District,Fenway,Lyft,lyft,Lyft,13.5,4.56,1.0,42.2148,-71.033,47.71,47.71, Overcast , Rain throughout the day. ,0.0013,0.14,0.94,2.45,2.45,1543755600.0,4.031,52.86,1543788000.0,46.6,1543824000.0,52.19,1543788000.0,47.25,1543824000.0, cloudy ,45.93,1001.59,278.0,1.0,0.0,4.031,288.4,1543751761.0,1543785256.0,0.86,0.1055,1543770000.0,36.35,1543726800.0,52.86,1543788000.0,35.33,1543744800.0,52.19,1543788000.0
1108,4191017e-2e16-4339-8fb4-146e72a3d86f,1543750982.0,11.0,2.0,12.0,12/2/18 11:43,America/New_York,Theatre District,North End,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,13.0,1.8,1.0,42.3647,-71.0542,40.55,36.0, Light Rain , Light rain until evening. ,0.0813,1.0,0.91,6.66,6.66,1543755600.0,4.741,50.99,1543788000.0,45.04,1543816800.0,50.32,1543788000.0,45.69,1543816800.0, rain ,38.07,1018.17,111.0,1.0,0.0,4.741,273.9,1543751794.0,1543785233.0,0.86,0.0888,1543770000.0,36.6,1543726800.0,50.99,1543788000.0,35.85,1543748400.0,50.32,1543788000.0
1109,12d08a61-bccc-411b-9494-eb2ec957890a,1543399886.0,10.0,28.0,11.0,11/28/18 10:11,America/New_York,Financial District,Fenway,Lyft,lyft_luxsuv,Lux Black XL,47.5,4.44,1.0,42.3661,-71.0631,34.4,29.99, Partly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.78,4.89,7.74,1543431600.0,9.899,42.6,1543438800.0,37.44,1543489200.0,36.58,1543438800.0,31.97,1543478400.0, partly-cloudy-night ,28.39,991.05,259.0,0.48,0.0,9.899,344.7,1543405938.0,1543439718.0,0.72,0.0,1543420800.0,33.75,1543399200.0,42.6,1543438800.0,29.97,1543399200.0,36.58,1543438800.0
1110,b338e703-209c-4535-a672-2e6536ba662b,1543674185.0,14.0,1.0,12.0,12/1/18 14:23,America/New_York,Boston University,Theatre District,Lyft,lyft_lux,Lux Black,27.5,2.96,1.0,42.3647,-71.0542,36.99,32.27, Partly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.68,5.87,6.26,1543672800.0,9.91,44.66,1543690800.0,35.04,1543712400.0,43.99,1543690800.0,35.69,1543712400.0, partly-cloudy-day ,27.53,1022.32,344.0,0.44,1.0,9.91,280.1,1543665331.0,1543698851.0,0.82,0.0,1543683600.0,31.71,1543658400.0,44.66,1543690800.0,28.06,1543658400.0,43.99,1543690800.0
1111,6119dd9f-1caf-48f8-ab18-57cf1934f2a2,1543883583.0,0.0,4.0,12.0,12/4/18 00:33,America/New_York,Financial District,Boston University,Lyft,lyft_luxsuv,Lux Black XL,38.5,4.49,1.0,42.3429,-71.1003,46.36,44.64, Clear , Foggy in the morning. ,0.0,0.0,0.57,4.03,6.32,1543856400.0,10.0,57.42,1543852800.0,33.6,1543921200.0,56.75,1543852800.0,28.23,1543914000.0, clear-night ,31.82,1002.03,266.0,0.01,0.0,10.0,326.9,1543838263.0,1543871634.0,0.89,0.0004,1543852800.0,42.86,1543896000.0,57.42,1543852800.0,39.73,1543896000.0,56.75,1543852800.0
1112,755b42ea-d240-42af-b93a-286dda7447cd,1545106811.0,4.0,18.0,12.0,12/18/18 04:20,America/New_York,Haymarket Square,Financial District,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,10.5,1.0,1.0,42.3519,-71.0643,37.21,31.9, Overcast , Light rain in the morning. ,0.0,0.0,0.69,6.79,11.31,1545022800.0,9.732,41.42,1545076800.0,23.89,1545138000.0,35.95,1545076800.0,11.83,1545134400.0, cloudy ,28.04,1000.92,272.0,1.0,0.0,9.732,365.2,1545048558.0,1545081262.0,0.33,0.0178,1545066000.0,34.07,1545044400.0,41.42,1545076800.0,28.11,1545044400.0,35.95,1545076800.0
1113,5c276396-666c-406b-8ff1-228cdd3084aa,1543852983.0,16.0,3.0,12.0,12/3/18 16:03,America/New_York,Northeastern University,Back Bay,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,17.0,1.64,1.0,42.2148,-71.033,57.22,57.22, Partly Cloudy , Foggy in the morning. ,0.0,0.0,0.69,7.85,10.25,1543860000.0,10.0,57.87,1543852800.0,32.8,1543921200.0,57.2,1543852800.0,27.22,1543914000.0, partly-cloudy-day ,47.14,999.27,242.0,0.2,2.0,10.0,300.6,1543838223.0,1543871641.0,0.89,0.0007,1543852800.0,42.96,1543896000.0,57.87,1543852800.0,39.41,1543896000.0,57.2,1543852800.0
1114,3de53944-545d-4a80-b207-94a7959127d8,1543302384.0,7.0,27.0,11.0,11/27/18 07:06,America/New_York,Theatre District,Northeastern University,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,13.0,1.81,1.0,42.3647,-71.0542,43.29,37.33, Light Rain , Light rain in the morning. ,0.0772,1.0,0.9,11.02,13.93,1543338000.0,2.683,47.11,1543320000.0,33.85,1543399200.0,44.14,1543320000.0,30.03,1543399200.0, rain ,40.67,996.9,65.0,1.0,0.0,2.683,286.1,1543319468.0,1543353343.0,0.68,0.143,1543338000.0,36.34,1543377600.0,47.11,1543320000.0,32.26,1543377600.0,44.14,1543320000.0
1115,c034d72d-4c4b-4d7e-ba43-c32f91813a69,1545158110.0,18.0,18.0,12.0,12/18/18 18:35,America/New_York,Beacon Hill,Northeastern University,Lyft,lyft_line,Shared,7.0,2.43,1.0,42.3661,-71.0631,30.8,20.78, Clear , Mostly cloudy throughout the day. ,0.0,0.0,0.41,13.14,22.28,1545127200.0,9.974,32.81,1545159600.0,20.92,1545220800.0,22.75,1545159600.0,14.29,1545199200.0, clear-day ,9.69,1010.58,321.0,0.0,1.0,9.974,376.6,1545134997.0,1545167680.0,0.37,0.0028,1545152400.0,23.09,1545192000.0,38.03,1545109200.0,11.82,1545134400.0,31.92,1545109200.0
1116,71f0a198-a1ed-4e4c-85ab-e9d6fc89665c,1543783683.0,20.0,2.0,12.0,12/2/18 20:48,America/New_York,North Station,Fenway,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,31.5,2.94,1.0,42.3505,-71.1054,49.7,49.7, Possible Drizzle , Light rain until evening. ,0.005,0.59,0.96,2.86,2.86,1543755600.0,1.348,50.37,1543784400.0,44.79,1543816800.0,49.7,1543784400.0,45.44,1543816800.0, rain ,48.54,1003.5,278.0,1.0,0.0,1.348,282.7,1543751804.0,1543785248.0,0.86,0.0956,1543770000.0,36.1,1543726800.0,50.37,1543784400.0,35.88,1543748400.0,49.7,1543784400.0
1117,f1deead7-19dd-4cc2-8f3e-5208a23414f0,1543683187.0,16.0,1.0,12.0,12/1/18 16:53,America/New_York,Back Bay,Northeastern University,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,11.0,1.08,1.0,42.3647,-71.0542,40.01,37.53, Mostly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.61,3.79,4.95,1543672800.0,9.938,44.66,1543690800.0,35.04,1543712400.0,43.99,1543690800.0,35.69,1543712400.0, partly-cloudy-day ,27.64,1022.43,339.0,0.51,2.0,9.938,277.8,1543665331.0,1543698851.0,0.82,0.0,1543683600.0,31.71,1543658400.0,44.66,1543690800.0,28.06,1543658400.0,43.99,1543690800.0
1118,cf22426a-bea8-472e-94ee-0dc52ab9a12d,1544692212.0,9.0,13.0,12.0,12/13/18 09:10,America/New_York,Haymarket Square,Theatre District,Lyft,lyft_luxsuv,Lux Black XL,27.5,1.18,1.0,42.3519,-71.0551,20.23,15.44, Clear , Partly cloudy throughout the day. ,0.0,0.0,0.66,3.34,3.34,1544738400.0,9.706,34.02,1544731200.0,27.18,1544781600.0,33.04,1544734800.0,24.51,1544785200.0, clear-night ,10.79,1030.65,350.0,0.08,0.0,9.706,327.1,1544702789.0,1544735602.0,0.21,0.0001,1544716800.0,18.19,1544688000.0,34.02,1544731200.0,13.67,1544688000.0,33.04,1544734800.0
1119,3b724373-7e63-4542-9cff-3b0fd547c070,1545093610.0,0.0,18.0,12.0,12/18/18 00:40,America/New_York,Theatre District,Haymarket Square,Lyft,lyft_luxsuv,Lux Black XL,27.5,1.73,1.0,42.3559,-71.055,37.97,32.71, Partly Cloudy , Light rain in the morning. ,0.0,0.0,0.7,6.96,11.55,1545022800.0,9.904,41.41,1545076800.0,23.95,1545138000.0,35.91,1545076800.0,11.84,1545134400.0, partly-cloudy-night ,28.97,1001.23,292.0,0.47,0.0,9.904,378.9,1545048556.0,1545081259.0,0.33,0.0177,1545066000.0,34.18,1545044400.0,41.41,1545076800.0,28.19,1545044400.0,35.91,1545076800.0
1120,7f526421-8854-4b6c-9180-2d738c857763,1545074404.0,19.0,17.0,12.0,12/17/18 19:20,America/New_York,South Station,North Station,Uber,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,8.0,1.58,1.0,42.3398,-71.0892,40.78,36.05, Overcast , Light rain in the morning. ,0.0,0.0,0.69,7.06,9.44,1545022800.0,9.973,41.58,1545076800.0,23.95,1545134400.0,36.21,1545076800.0,12.05,1545134400.0, cloudy ,31.55,999.84,284.0,0.89,0.0,9.973,344.9,1545048561.0,1545081271.0,0.33,0.0181,1545066000.0,34.0,1545044400.0,41.58,1545076800.0,28.18,1545044400.0,36.21,1545076800.0
1121,ead1c3f0-4823-41c1-8a9e-fbb67c0c512f,1544881509.0,13.0,15.0,12.0,12/15/18 13:45,America/New_York,Fenway,Beacon Hill,Lyft,lyft_luxsuv,Lux Black XL,30.0,2.39,1.0,42.3505,-71.1054,47.56,46.32, Overcast , Mostly cloudy throughout the day. ,0.008,0.32,0.9,3.66,5.3,1544918400.0,8.904,54.29,1544896800.0,38.48,1544954400.0,53.62,1544896800.0,34.85,1544954400.0, cloudy ,44.89,1022.68,240.0,1.0,0.0,8.904,297.5,1544875688.0,1544908439.0,0.27,0.0082,1544893200.0,39.74,1544929200.0,54.29,1544896800.0,37.04,1544929200.0,53.62,1544896800.0
